title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email,Alabama,AL,,,legal_name,last_name,first_name,tags,flip_background,flop_background
Rep,Bill,,Johnson,,,R,OH,6,1,M,120649,H0OH06189,412460,N00032088,RepBillJohnson,http://www.opencongress.org/wiki/Bill_Johnson,http://youtube.com/RepBillJohnson,1.70477E+14,,,11/10/1954,Rep.Billjohnson@opencongress.org,,,,,Bill  Johnson,Johnson,Bill ,"Republican Party, Ohio, US Representative",bill _johnson_red.png,bill _johnson_blue.png
Sen,Ron,,Johnson,,,R,WI,Senior Seat,1,M,126217,S0WI00197,412496,N00032546,SenRonJohnson,http://www.opencongress.org/wiki/Ron_Johnson,http://youtube.com/SenatorRonJohnson,1.86182E+14,,III,4/8/1955,Sen.Ronjohnson@opencongress.org,,,,,Ron  Johnson,Johnson,Ron ,"Republican Party, Wisconsin, Senator",ron _johnson_red.png,ron _johnson_blue.png
Rep,Hakeem,S.,Jeffries,,,D,NY,8,1,M,55285,H2NY10092,412561,N00033640,RepJeffries,,,1.18349E+14,,,8/4/1970,Rep.Jeffries@opencongress.org,,,,,Hakeem S. Jeffries,Jeffries,Hakeem S.,"Democratic Party, New York, US Representative",hakeem s._jeffries_red.png,hakeem s._jeffries_blue.png
Rep,David,P.,Joyce,,,R,OH,14,1,M,143052,H2OH14064,412566,N00035007,RepDaveJoyce,,http://youtube.com/repdavejoyce,4.04319E+14,,,3/17/1957,Rep.Joyce@opencongress.org,,,,,David P. Joyce,Joyce,David P.,"Republican Party, Ohio, US Representative",david p._joyce_red.png,david p._joyce_blue.png
Rep,Evan,,Jenkins,,,R,WV,3,1,M,,H4WV03070,412663,N00035531,RepEvanJenkins,,,RepEvanJenkins,,,9/12/1960,Rep.Evanjenkins@opencongress.org,,,,,Evan  Jenkins,Jenkins,Evan ,"Republican Party, West Virginia, US Representative",evan _jenkins_red.png,evan _jenkins_blue.png
Rep,Pramila,,Jayapal,,,D,WA,7,1,F,,,412730,,,,,,,,,,,,,,Pramila  Jayapal,Jayapal,Pramila ,"Democratic Party, Washington, US Representative",pramila _jayapal_red.png,pramila _jayapal_blue.png
Rep,Mike,,Johnson,,,R,LA,4,1,M,,,412706,,,,,,,,,,,,,,Mike  Johnson,Johnson,Mike ,"Republican Party, Louisiana, US Representative",mike _johnson_red.png,mike _johnson_blue.png
Rep,Paul,E.,Kanjorski,,,D,PA,11,0,M,27047,H0PA11050,400210,N00001509,PaulKanjorski,http://www.opencongress.org/wiki/Paul_Kanjorski,http://youtube.com/CongressmanKanjorski,,,,4/2/1937,,,,,,Paul E. Kanjorski,Kanjorski,Paul E.,"Democratic Party, Pennsylvania, US Representative",paul e._kanjorski_red.png,paul e._kanjorski_blue.png
Rep,Marcy,,Kaptur,,,D,OH,9,1,F,27016,H2OH09031,400211,N00003522,RepMarcyKaptur,http://www.opencongress.org/wiki/Marcy_Kaptur,http://youtube.com/USRepMarcyKaptur,1.73753E+14,,,6/17/1946,Rep.Kaptur@opencongress.org,,,,,Marcy  Kaptur,Kaptur,Marcy ,"Democratic Party, Ohio, US Representative",marcy _kaptur_red.png,marcy _kaptur_blue.png
Sen,Edward,M.,Kennedy,,Ted,D,MA,Senior Seat,0,M,53305,S6MA00015,300059,N00000308,,http://www.opencongress.org/wiki/Edward_Kennedy,,,,I,2/22/1932,,,,,,Edward M. Kennedy,Kennedy,Edward M.,"Democratic Party, Massachusetts, Senator",edward m._kennedy_red.png,edward m._kennedy_blue.png
Rep,Patrick,Joseph,Kennedy,,,D,RI,1,0,M,22207,H4RI01034,400215,N00000360,,http://www.opencongress.org/wiki/Patrick_Joseph_Kennedy,http://youtube.com/RepPatrickKennedy,,,,7/14/1967,,,,,,Patrick Joseph Kennedy,Kennedy,Patrick Joseph,"Democratic Party, Rhode Island, US Representative",patrick joseph_kennedy_red.png,patrick joseph_kennedy_blue.png
Sen,John,Forbes,Kerry,,,D,MA,Senior Seat,0,M,53306,S4MA00069,300060,N00000245,,http://www.opencongress.org/wiki/John_Kerry,http://youtube.com/senatorkerry,johnkerry,,II,12/11/1943,,,,,,John Forbes Kerry,Kerry,John Forbes,"Democratic Party, Massachusetts, Senator",john forbes_kerry_red.png,john forbes_kerry_blue.png
Rep,Dale,E.,Kildee,,,D,MI,5,0,M,26909,H6MI07108,400216,N00004070,,http://www.opencongress.org/wiki/Dale_Kildee,http://youtube.com/repdalekildee,1.0723E+11,,,9/16/1929,,,,,,Dale E. Kildee,Kildee,Dale E.,"Democratic Party, Michigan, US Representative",dale e._kildee_red.png,dale e._kildee_blue.png
Rep,Carolyn,Cheeks,Kilpatrick,,,D,MI,13,0,F,522,H6MI15127,400217,N00004005,RepKilpatrick,http://www.opencongress.org/wiki/Carolyn_Cheeks_Kilpatrick,http://youtube.com/repkilpatrick,,,,6/25/1945,,,,,,Carolyn Cheeks Kilpatrick,Kilpatrick,Carolyn Cheeks,"Democratic Party, Michigan, US Representative",carolyn cheeks_kilpatrick_red.png,carolyn cheeks_kilpatrick_blue.png
Rep,Ron,James,Kind,,,D,WI,3,1,M,630,H6WI03099,400218,N00004403,RepRonKind,http://www.opencongress.org/wiki/Ronald_James_Kind,http://youtube.com/RepRonKind,89152017954,,,3/16/1963,Rep.Kind@opencongress.org,,,,,Ron James Kind,Kind,Ron James,"Democratic Party, Wisconsin, US Representative",ron james_kind_red.png,ron james_kind_blue.png
Rep,Peter,T.,King,,Pete,R,NY,2,1,M,26968,H2NY03089,400219,N00001193,RepPeteKing,http://www.opencongress.org/wiki/Peter_King,http://youtube.com/RepPeterKing,,,,4/5/1944,Rep.Peteking@opencongress.org,,,,,Peter T. King,King,Peter T.,"Republican Party, New York, US Representative",peter t._king_red.png,peter t._king_blue.png
Rep,Jack,,Kingston,,,R,GA,1,0,M,26816,H2GA01157,400221,N00002656,JackKingston,http://www.opencongress.org/wiki/Jack_Kingston,http://youtube.com/jackkingston,6914617307,,,4/24/1955,,,,,,Jack  Kingston,Kingston,Jack ,"Republican Party, Georgia, US Representative",jack _kingston_red.png,jack _kingston_blue.png
Rep,Joseph,K.,Knollenberg,,Joe,R,MI,9,0,M,26919,H2MI11042,400225,N00004045,,http://www.opencongress.org/wiki/Joseph_Knollenberg,,,,,11/28/1933,,,,,,Joseph K. Knollenberg,Knollenberg,Joseph K.,"Republican Party, Michigan, US Representative",joseph k._knollenberg_red.png,joseph k._knollenberg_blue.png
Sen,Herbert,H.,Kohl,,Herb,D,WI,Senior Seat,0,M,53362,S6WI00061,300061,N00004309,,http://www.opencongress.org/wiki/Herbert_Kohl,http://youtube.com/SenatorKohl,herbkohl,,I,2/7/1935,,,,,,Herbert H. Kohl,Kohl,Herbert H.,"Democratic Party, Wisconsin, Senator",herbert h._kohl_red.png,herbert h._kohl_blue.png
Rep,Dennis,J.,Kucinich,,,D,OH,10,0,M,318,H6OH23033,400227,N00003572,Dennis_Kucinich,http://www.opencongress.org/wiki/Dennis_Kucinich,http://youtube.com/djkucinich,1.4705E+11,,,10/8/1946,,,,,,Dennis J. Kucinich,Kucinich,Dennis J.,"Democratic Party, Ohio, US Representative",dennis j._kucinich_red.png,dennis j._kucinich_blue.png
Sen,Jon,,Kyl,,,R,AZ,Junior Seat,0,M,26721,S4AZ00030,300062,N00006406,senjonkyl,http://www.opencongress.org/wiki/Jon_Kyl,http://youtube.com/SenJonKyl,jonkyl,,I,4/25/1942,,,,,,Jon  Kyl,Kyl,Jon ,"Republican Party, Arizona, Senator",jon _kyl_red.png,jon _kyl_blue.png
Sen,Mark,Steven,Kirk,,,R,IL,Junior Seat,0,M,33502,H0IL10120,400222,N00012539,SenatorKirk,http://www.opencongress.org/wiki/Mark_Kirk,http://youtube.com/SenatorKirk,1.16382E+14,,III,9/15/1959,,,,,,Mark Steven Kirk,Kirk,Mark Steven,"Republican Party, Illinois, Senator",mark steven_kirk_red.png,mark steven_kirk_blue.png
Rep,Ric,,Keller,,,R,FL,8,0,M,30865,H0FL08042,400212,N00009614,,http://www.opencongress.org/wiki/Ric_Keller,,,,,9/5/1964,,,,,,Ric  Keller,Keller,Ric ,"Republican Party, Florida, US Representative",ric _keller_red.png,ric _keller_blue.png
Rep,Steve,A.,King,,,R,IA,4,1,M,10853,H2IA05072,400220,N00025237,SteveKingIA,http://www.opencongress.org/wiki/Steve_King,http://youtube.com/stevekingia,1.34325E+14,,,5/28/1949,Rep.Steveking@opencongress.org,,,,,Steve A. King,King,Steve A.,"Republican Party, Iowa, US Representative",steve a._king_red.png,steve a._king_blue.png
Rep,John,Paul,Kline,,,R,MN,2,0,M,20311,H8MN06047,400224,N00004436,RepJohnKline,http://www.opencongress.org/wiki/John_Kline,http://youtube.com/repjohnkline,7.70136E+14,,,9/6/1947,,,,,,John Paul Kline,Kline,John Paul,"Republican Party, Minnesota, US Representative",john paul_kline_red.png,john paul_kline_blue.png
Rep,John,R.,Kuhl,Jr.,Randy,R,NY,29,0,M,4233,H4NY29080,400642,N00026087,RandyKuhl,http://www.opencongress.org/wiki/John_Kuhl,,,,,4/19/1943,,,,,,John R. Kuhl,Kuhl,John R.,"Republican Party, New York, US Representative",john r._kuhl_red.png,john r._kuhl_blue.png
Rep,Steve,,Kagen,,,D,WI,8,0,M,66021,H6WI08122,412240,N00027618,,http://www.opencongress.org/wiki/Steven_Kagen,http://youtube.com/CongressmanKagen,,,,12/12/1949,,,,,,Steve  Kagen,Kagen,Steve ,"Democratic Party, Wisconsin, US Representative",steve _kagen_red.png,steve _kagen_blue.png
Rep,Ron,,Klein,,,D,FL,22,0,M,24261,H6FL22040,412198,N00027515,RepRonKlein,http://www.opencongress.org/wiki/Ron_Klein,http://youtube.com/RepRonKlein,,,,7/10/1957,,,,,,Ron  Klein,Klein,Ron ,"Democratic Party, Florida, US Representative",ron _klein_red.png,ron _klein_blue.png
Sen,Amy,Jean,Klobuchar,,,D,MN,Senior Seat,1,F,65092,S6MN00267,412242,N00027500,,http://www.opencongress.org/wiki/Amy_Klobuchar,http://youtube.com/senatorklobuchar,,,I,5/25/1960,Sen.Klobuchar@opencongress.org,,,,,Amy Jean Klobuchar,Klobuchar,Amy Jean,"Democratic Party, Minnesota, Senator",amy jean_klobuchar_red.png,amy jean_klobuchar_blue.png
Rep,Ann,,Kirkpatrick,,,D,AZ,1,0,F,28425,H8AZ01104,412286,N00029260,RepKirkpatrick,http://www.opencongress.org/wiki/Ann_Kirkpatrick,http://youtube.com/repannkirkpatrick,1.52494E+14,,,3/24/1950,,,,,,Ann  Kirkpatrick,Kirkpatrick,Ann ,"Democratic Party, Arizona, US Representative",ann _kirkpatrick_red.png,ann _kirkpatrick_blue.png
Rep,Larry,,Kissell,,,D,NC,8,0,M,57769,H6NC08111,412287,N00028859,RepLarryKissell,http://www.opencongress.org/wiki/Lawrence_Kissell,http://youtube.com/RepLarryKissell,11156132835,,,1/31/1951,,,,,,Larry  Kissell,Kissell,Larry ,"Democratic Party, North Carolina, US Representative",larry _kissell_red.png,larry _kissell_blue.png
Rep,Suzanne,M.,Kosmas,,,D,FL,24,0,F,12851,H8FL24026,412288,N00029370,,http://www.opencongress.org/wiki/Suzanne_Kosmas,http://youtube.com/CongresswomanKosmas,,,,2/25/1944,,,,,,Suzanne M. Kosmas,Kosmas,Suzanne M.,"Democratic Party, Florida, US Representative",suzanne m._kosmas_red.png,suzanne m._kosmas_blue.png
Rep,Frank,,Kratovil,Jr.,,D,MD,1,0,M,101875,H8MD01086,412289,N00029146,,http://www.opencongress.org/wiki/Frank_Kratovil,,,,,5/29/1968,,,,,,Frank  Kratovil,Kratovil,Frank ,"Democratic Party, Maryland, US Representative",frank _kratovil_red.png,frank _kratovil_blue.png
Rep,Mary Jo,,Kilroy,,,D,OH,15,0,F,95759,H6OH15104,412285,N00027778,RepMaryJoKilroy,http://www.opencongress.org/wiki/Mary_Jo_Kilroy,http://youtube.com/RepMaryJoKilroy,,,,4/30/1949,,,,,,Mary Jo  Kilroy,Kilroy,Mary Jo ,"Democratic Party, Ohio, US Representative",mary jo _kilroy_red.png,mary jo _kilroy_blue.png
Sen,Edward,E.,Kaufman,,,D,DE,Junior Seat,0,M,110918,,412329,N00030767,,http://www.opencongress.org/wiki/Edward_Kaufman,http://youtube.com/SenatorTed,,,II,3/15/1939,,,,,,Edward E. Kaufman,Kaufman,Edward E.,"Democratic Party, Delaware, Senator",edward e._kaufman_red.png,edward e._kaufman_blue.png
Sen,Paul,G.,Kirk,Jr.,,D,MA,Junior Seat,0,M,116298,,412381,N00031303,,http://www.opencongress.org/wiki/Paul_Kirk,,,,I,1/18/1938,,,,,,Paul G. Kirk,Kirk,Paul G.,"Democratic Party, Massachusetts, Senator",paul g._kirk_red.png,paul g._kirk_blue.png
Rep,William,R.,Keating,,,D,MA,9,1,M,4743,H0MA10082,412435,N00031933,USRepKeating,http://www.opencongress.org/wiki/Bill_Keating,http://youtube.com/RepBillKeating,1.83093E+14,,,9/6/1952,Rep.Keating@opencongress.org,,,,,William R. Keating,Keating,William R.,"Democratic Party, Massachusetts, US Representative",william r._keating_red.png,william r._keating_blue.png
Rep,Mike,,Kelly,,,R,PA,3,1,M,119463,H0PA03271,412465,N00031647,MikeKellyPA,http://www.opencongress.org/wiki/Mike_Kelly,http://youtube.com/repmikekelly,1.91057E+14,,,5/10/1948,Rep.Kelly@opencongress.org,,,,,Mike  Kelly,Kelly,Mike ,"Republican Party, Pennsylvania, US Representative",mike _kelly_red.png,mike _kelly_blue.png
Rep,Adam,,Kinzinger,,,R,IL,16,1,M,116559,H0IL11052,412421,N00030667,RepKinzinger,http://www.opencongress.org/wiki/Adam_Kinzinger,http://youtube.com/RepAdamKinzinger,1.87811E+14,,,2/27/1978,Rep.Kinzinger@opencongress.org,,,,,Adam  Kinzinger,Kinzinger,Adam ,"Republican Party, Illinois, US Representative",adam _kinzinger_red.png,adam _kinzinger_blue.png
Rep,Joseph,P.,Kennedy,III,,D,MA,4,1,M,141275,H2MA04073,412543,N00034044,RepJoeKennedy,,,3.01936E+14,,,10/4/1980,Rep.Kennedy@opencongress.org,,,,,Joseph P. Kennedy,Kennedy,Joseph P.,"Democratic Party, Massachusetts, US Representative",joseph p._kennedy_red.png,joseph p._kennedy_blue.png
Rep,Daniel,T.,Kildee,,,D,MI,5,1,M,136102,H2MI05119,412546,N00033395,RepDanKildee,,http://youtube.com/RepDanKildee,4.84167E+14,,,8/11/1958,Rep.Dankildee@opencongress.org,,,,,Daniel T. Kildee,Kildee,Daniel T.,"Democratic Party, Michigan, US Representative",daniel t._kildee_red.png,daniel t._kildee_blue.png
Rep,Derek,,Kilmer,,,D,WA,6,1,M,51516,H2WA06129,412583,N00034453,RepDerekKilmer,,,4.50819E+14,,,1/1/1974,Rep.Kilmer@opencongress.org,,,,,Derek  Kilmer,Kilmer,Derek ,"Democratic Party, Washington, US Representative",derek _kilmer_red.png,derek _kilmer_blue.png
Rep,Ann,M.,Kuster,,,D,NH,2,1,F,122256,H0NH02181,412557,N00030875,RepAnnieKuster,,http://youtube.com/RepKuster,1.15543E+14,,,9/5/1956,Rep.Kuster@opencongress.org,,,,,Ann M. Kuster,Kuster,Ann M.,"Democratic Party, New Hampshire, US Representative",ann m._kuster_red.png,ann m._kuster_blue.png
Sen,Angus,,King,,,I,ME,Junior Seat,1,M,22381,S2ME00109,412545,N00034580,SenAngusKing,,http://youtube.com/SenatorAngusKing,1.42803E+14,,I,3/31/1944,Sen.King@opencongress.org,,,,,Angus  King,King,Angus ,"Independent, Maine, Senator",angus _king_red.png,angus _king_blue.png
Sen,Timothy,,Kaine,,,D,VA,Junior Seat,1,M,50772,S2VA00142,412582,N00033177,SenKaineOffice,,http://youtube.com/SenatorTimKaine,4.82779E+14,,I,2/26/1958,Sen.Kaine@opencongress.org,,,,,Timothy  Kaine,Kaine,Timothy ,"Democratic Party, Virginia, Senator",timothy _kaine_red.png,timothy _kaine_blue.png
Rep,Robin,,Kelly,,,D,IL,2,1,F,33384,H2IL02172,412595,N00035215,RepRobinKelly,,,1.50381E+14,,,4/30/1956,Rep.Robinkelly@opencongress.org,,,,,Robin  Kelly,Kelly,Robin ,"Democratic Party, Illinois, US Representative",robin _kelly_red.png,robin _kelly_blue.png
Rep,John,,Katko,,,R,NY,24,1,M,,H4NY24073,412649,N00035934,RepJohnKatko,,,RepJohnKatko,,,11/9/1962,Rep.Katko@opencongress.org,,,,,John  Katko,Katko,John ,"Republican Party, New York, US Representative",john _katko_red.png,john _katko_blue.png
Rep,Steve,,Knight,,,R,CA,25,1,M,,H4CA25123,412614,N00035820,SteveKnight25,,,RepresentativeSteveKnight,,,12/17/1966,Rep.Knight@opencongress.org,,,,,Steve  Knight,Knight,Steve ,"Republican Party, California, US Representative",steve _knight_red.png,steve _knight_blue.png
Rep,Trent,,Kelly,,,R,MS,1,1,M,156389,H6MS01131,412673,N00037003,reptrentkelly,,,reptrentkelly,,,3/1/1966,Rep.Trentkelly@opencongress.org,,,,,Trent  Kelly,Kelly,Trent ,"Republican Party, Mississippi, US Representative",trent _kelly_red.png,trent _kelly_blue.png
Rep,Ro,,Khanna,,,D,CA,17,1,M,,,412684,,,,,,,,,,,,,,Ro  Khanna,Khanna,Ro ,"Democratic Party, California, US Representative",ro _khanna_red.png,ro _khanna_blue.png
Rep,Ruben,,Kihuen,,,D,NV,4,1,M,,,412716,,,,,,,,,,,,,,Ruben  Kihuen,Kihuen,Ruben ,"Democratic Party, Nevada, US Representative",ruben _kihuen_red.png,ruben _kihuen_blue.png
Rep,Raja,,Krishnamoorthi,,,D,IL,8,1,M,,,412701,,,,,,,,,,,,,,Raja  Krishnamoorthi,Krishnamoorthi,Raja ,"Democratic Party, Illinois, US Representative",raja _krishnamoorthi_red.png,raja _krishnamoorthi_blue.png
Rep,David,,Kustoff,,,R,TN,8,1,M,,,412724,,,,,,,,,,,,,,David  Kustoff,Kustoff,David ,"Republican Party, Tennessee, US Representative",david _kustoff_red.png,david _kustoff_blue.png
Sen,John,Neely,Kennedy,,,R,LA,Junior Seat,1,M,35496,S4LA00065,412679,,,,,,,III,11/21/1951,,,,,,John Neely Kennedy,Kennedy,John Neely,"Republican Party, Louisiana, Senator",john neely_kennedy_red.png,john neely_kennedy_blue.png
Sen,Blanche,Lambert,Lincoln,,,D,AR,Senior Seat,0,F,26723,S8AR00112,300068,N00008092,,http://www.opencongress.org/wiki/Blanche_Lincoln,http://youtube.com/SenatorLincoln,,,III,9/30/1960,,,,,,Blanche Lambert Lincoln,Lincoln,Blanche Lambert,"Democratic Party, Arkansas, Senator",blanche lambert_lincoln_red.png,blanche lambert_lincoln_blue.png
Rep,Nicholas,V.,Lampson,,Nick,D,TX,22,0,M,285,H6TX09033,400229,N00005928,,http://www.opencongress.org/wiki/Nicholas_Lampson,http://youtube.com/CongressmanLampson,,,,2/14/1945,,,,,,Nicholas V. Lampson,Lampson,Nicholas V.,"Democratic Party, Texas, US Representative",nicholas v._lampson_red.png,nicholas v._lampson_blue.png
Rep,Tom,,Lantos,,,D,CA,12,0,M,26739,H0CA11022,400231,N00007382,,http://www.opencongress.org/wiki/Thomas_Lantos,,,,,2/1/1928,,,,,,Tom  Lantos,Lantos,Tom ,"Democratic Party, California, US Representative",tom _lantos_red.png,tom _lantos_blue.png
Rep,Tom,P.,Latham,,,R,IA,3,0,M,22175,H4IA05102,400234,N00004227,TomLatham,http://www.opencongress.org/wiki/Thomas_Latham,http://youtube.com/CongressmanTomLatham,3.45332E+14,,,7/14/1948,,,,,,Tom P. Latham,Latham,Tom P.,"Republican Party, Iowa, US Representative",tom p._latham_red.png,tom p._latham_blue.png
Sen,Frank,R.,Lautenberg,,,D,NJ,Senior Seat,0,M,53324,S2NJ00080,300064,N00000659,FrankLautenberg,http://www.opencongress.org/wiki/Frank_Lautenberg,,1.21816E+14,,II,1/23/1924,,,,,,Frank R. Lautenberg,Lautenberg,Frank R.,"Democratic Party, New Jersey, Senator",frank r._lautenberg_red.png,frank r._lautenberg_blue.png
Sen,Patrick,J.,Leahy,,,D,VT,Senior Seat,1,M,53353,S4VT00017,300065,N00009918,SenatorLeahy,http://www.opencongress.org/wiki/Patrick_Leahy,http://youtube.com/SenatorPatrickLeahy,1.78569E+14,,III,3/31/1940,Sen.Leahy@opencongress.org,,,,,Patrick J. Leahy,Leahy,Patrick J.,"Democratic Party, Vermont, Senator",patrick j._leahy_red.png,patrick j._leahy_blue.png
Sen,Carl,,Levin,,,D,MI,Senior Seat,0,M,53307,S8MI00158,300066,N00001691,SenCarlLevin,http://www.opencongress.org/wiki/Carl_Levin,http://youtube.com/SenCarlLevin,7481814545,,II,6/28/1934,,,,,,Carl  Levin,Levin,Carl ,"Democratic Party, Michigan, Senator",carl _levin_red.png,carl _levin_blue.png
Rep,Sander,M.,Levin,,,D,MI,9,1,M,26918,H2MI17023,400238,N00003950,RepSandyLevin,http://www.opencongress.org/wiki/Sander_Levin,http://youtube.com/mi12yes,2.23726E+14,,,9/6/1931,Rep.Levin@opencongress.org,,,,,Sander M. Levin,Levin,Sander M.,"Democratic Party, Michigan, US Representative",sander m._levin_red.png,sander m._levin_blue.png
Rep,Jerry,,Lewis,,,R,CA,41,0,M,26769,H8CA37079,400239,N00007087,RepJerryLewis,http://www.opencongress.org/wiki/Jerry_Lewis,http://youtube.com/RepJerryLewis1,1.4185E+11,,,10/21/1934,,,,,,Jerry  Lewis,Lewis,Jerry ,"Republican Party, California, US Representative",jerry _lewis_red.png,jerry _lewis_blue.png
Rep,John,R.,Lewis,,,D,GA,5,1,M,26820,H6GA05217,400240,N00002577,RepJohnLewis,http://www.opencongress.org/wiki/John_Lewis,http://youtube.com/repjohnlewis,82737208404,,,2/21/1940,Rep.Johnlewis@opencongress.org,,,,,John R. Lewis,Lewis,John R.,"Democratic Party, Georgia, US Representative",john r._lewis_red.png,john r._lewis_blue.png
Rep,Ron,,Lewis,,,R,KY,2,0,M,26872,H4KY02030,400241,N00003476,,http://www.opencongress.org/wiki/Ron_Lewis,,,,,9/14/1946,,,,,,Ron  Lewis,Lewis,Ron ,"Republican Party, Kentucky, US Representative",ron _lewis_red.png,ron _lewis_blue.png
Sen,Joseph,I.,Lieberman,,,I,CT,Senior Seat,0,M,53278,S8CT00022,300067,N00000616,JoeLieberman,http://www.opencongress.org/wiki/Joseph_Lieberman,http://youtube.com/SenatorJoeLieberman,joelieberman,,I,2/24/1942,,,,,,Joseph I. Lieberman,Lieberman,Joseph I.,"Independent, Connecticut, Senator",joseph i._lieberman_red.png,joseph i._lieberman_blue.png
Rep,John,,Linder,,,R,GA,7,0,M,26825,H0GA04023,400242,N00002599,,http://www.opencongress.org/wiki/John_Linder,http://youtube.com/linderje,,,,9/9/1942,,,,,,John  Linder,Linder,John ,"Republican Party, Georgia, US Representative",john _linder_red.png,john _linder_blue.png
Rep,Zoe,,Lofgren,,,D,CA,19,1,F,21899,H4CA16049,400245,N00007479,RepZoeLofgren,http://www.opencongress.org/wiki/Zoe_Lofgren,http://youtube.com/RepZoeLofgren,2.21192E+11,,,12/21/1947,Rep.Lofgren@opencongress.org,,,,,Zoe  Lofgren,Lofgren,Zoe ,"Democratic Party, California, US Representative",zoe _lofgren_red.png,zoe _lofgren_blue.png
Rep,Nita,M.,Lowey,,,D,NY,17,1,F,26982,H8NY20056,400246,N00001024,NitaLowey,http://www.opencongress.org/wiki/Nita_Lowey,http://youtube.com/nitalowey,1.58291E+14,,,7/5/1937,Rep.Lowey@opencongress.org,,,,,Nita M. Lowey,Lowey,Nita M.,"Democratic Party, New York, US Representative",nita m._lowey_red.png,nita m._lowey_blue.png
Rep,Frank,D.,Lucas,,,R,OK,3,1,M,27032,H4OK06056,400247,N00005559,RepFrankLucas,http://www.opencongress.org/wiki/Frank_Lucas,http://youtube.com/RepFrankLucas,7872057395,,,1/6/1960,Rep.Lucas@opencongress.org,,,,,Frank D. Lucas,Lucas,Frank D.,"Republican Party, Oklahoma, US Representative",frank d._lucas_red.png,frank d._lucas_blue.png
Sen,Richard,G.,Lugar,,,R,IN,Senior Seat,0,M,53292,S4IN00014,300070,N00001764,senatorlugar,http://www.opencongress.org/wiki/Richard_Lugar,http://youtube.com/senatorlugar,senatorlugar,,I,4/4/1932,,,,,,Richard G. Lugar,Lugar,Richard G.,"Republican Party, Indiana, Senator",richard g._lugar_red.png,richard g._lugar_blue.png
Rep,Daniel,E.,Lungren,,,R,CA,3,0,M,16730,H6CA34112,400617,N00011971,RepDanLungren,http://www.opencongress.org/wiki/Daniel_Lungren,http://youtube.com/RepLungrenCA03,Dan.Lungren,,,9/22/1946,,,,,,Daniel E. Lungren,Lungren,Daniel E.,"Republican Party, California, US Representative",daniel e._lungren_red.png,daniel e._lungren_blue.png
Sen,Mary,L.,Landrieu,,,D,LA,Senior Seat,0,F,661,S6LA00227,300063,N00005395,SenLandrieu,http://www.opencongress.org/wiki/Mary_Landrieu,http://youtube.com/senatorlandrieu,1.22519E+14,,II,11/23/1955,,,,,,Mary L. Landrieu,Landrieu,Mary L.,"Democratic Party, Louisiana, Senator",mary l._landrieu_red.png,mary l._landrieu_blue.png
Rep,Barbara,,Lee,,,D,CA,13,1,F,8315,H8CA09060,400237,N00008046,RepBarbaraLee,http://www.opencongress.org/wiki/Barbara_Lee,http://youtube.com/RepLee,92190287786,,,7/16/1946,Rep.Lee@opencongress.org,,,,,Barbara  Lee,Lee,Barbara ,"Democratic Party, California, US Representative",barbara _lee_red.png,barbara _lee_blue.png
Rep,Ray,H.,LaHood,,,R,IL,18,0,M,21699,H4IL18059,400228,N00004933,,http://www.opencongress.org/wiki/Ray_LaHood,,,,,12/6/1945,,,,,,Ray H. LaHood,LaHood,Ray H.,"Republican Party, Illinois, US Representative",ray h._lahood_red.png,ray h._lahood_blue.png
Rep,Steven,C.,LaTourette,,,R,OH,14,0,M,21798,H4OH19036,400235,N00003545,SteveLaTourette,http://www.opencongress.org/wiki/Steven_LaTourette,http://youtube.com/StevenLatourette,stevenlatourette,,,7/22/1954,,,,,,Steven C. LaTourette,LaTourette,Steven C.,"Republican Party, Ohio, US Representative",steven c._latourette_red.png,steven c._latourette_blue.png
Rep,Frank,A.,LoBiondo,,,R,NJ,2,1,M,21890,H2NJ02037,400244,N00000851,RepLoBiondo,http://www.opencongress.org/wiki/Frank_LoBiondo,http://youtube.com/USRepFrankLoBiondo,FrankLoBiondo,,,5/12/1946,Rep.Lobiondo@opencongress.org,,,,,Frank A. LoBiondo,LoBiondo,Frank A.,"Republican Party, New Jersey, US Representative",frank a._lobiondo_red.png,frank a._lobiondo_blue.png
Rep,John,B.,Larson,,,D,CT,1,1,M,17188,H8CT01046,400233,N00000575,RepJohnLarson,http://www.opencongress.org/wiki/John_Larson,http://youtube.com/RepJohnLarson,6352928631,,,7/22/1948,Rep.Larson@opencongress.org,,,,,John B. Larson,Larson,John B.,"Democratic Party, Connecticut, US Representative",john b._larson_red.png,john b._larson_blue.png
Rep,James,R.,Langevin,,Jim,D,RI,2,1,M,55787,H0RI02139,400230,N00009724,JimLangevin,http://www.opencongress.org/wiki/James_Langevin,http://youtube.com/jimlangevin,6578978441,,,4/22/1964,Rep.Langevin@opencongress.org,,,,,James R. Langevin,Langevin,James R.,"Democratic Party, Rhode Island, US Representative",james r._langevin_red.png,james r._langevin_blue.png
